train_family,test_family,seed,case,psi_rel_l2,velocity_rel_l2,interior_vorticity_rel_l2,divergence_core_rms,lid_derivative_rmse,primary_vortex_location_error
diverse,diverse,7,diverse_test_0001,0.003641102881603926,0.005481133335187336,0.006171310547237612,1.3599115742716746e-16,0.2367367662195061,0.0
diverse,diverse,7,diverse_test_0002,0.002691734041537477,0.003799425272037332,0.007035055342536129,1.2552245446226428e-16,0.13942822160014248,0.0
diverse,diverse,7,diverse_test_0003,0.01818208519970339,0.020671613110839458,0.037976976300192776,1.1449852128713928e-16,0.20852051631816163,0.0
diverse,diverse,7,diverse_test_0004,0.010118878026366207,0.014688227917012976,0.022822235117212864,7.675854965487232e-17,0.26554610140627893,0.0
diverse,diverse,7,diverse_test_0005,0.004388588399581086,0.008533089237013323,0.011332323394047362,1.2942613650443505e-16,0.24203948984715837,0.0
diverse,diverse,17,diverse_test_0000,0.002453033360078377,0.004652157506064307,0.009589255060506957,1.229935963885165e-16,0.22556028988350102,0.0
diverse,diverse,17,diverse_test_0001,0.002699982498625366,0.004630534972277095,0.00549338733162277,1.0829715905812673e-16,0.23643498139443916,0.0
diverse,diverse,17,diverse_test_0002,0.002788810168330977,0.005013268309967374,0.008582261616696263,1.3378238375503312e-16,0.13885704566194548,0.0
diverse,diverse,17,diverse_test_0003,0.01459879966245547,0.01850173608997591,0.03137386835108462,1.23590157032424e-16,0.2108442818950035,0.0
diverse,diverse,17,diverse_test_0004,0.010199874848982245,0.015434648494459025,0.024730233988416086,8.272687592570364e-17,0.26645872145809735,0.0
diverse,diverse,17,diverse_test_0005,0.003582231662876093,0.007039597366206695,0.009962690523594485,1.0126577322396213e-16,0.24182978700607574,0.0
